AC_No,AC_Name,District,Reserved,Sl_No,Candidate_Name,Party_Full,Party_Short,Alliance,Symbol
1,Gummidipoondi,Tiruvallur,GEN,1.0,T.J.GOVINDARAJAN,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
1,Gummidipoondi,Tiruvallur,GEN,2.0,SUDHAKAR.V,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
1,Gummidipoondi,Tiruvallur,GEN,3.0,M.JAGADEESAN,Bahujan Samaj Party,BSP,Solo,Elephant
1,Gummidipoondi,Tiruvallur,GEN,4.0,R.SRIDAR. B.L.,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
1,Gummidipoondi,Tiruvallur,GEN,5.0,SDK SANKAR,Aanaithinthiya Jananayaka Pathukappu Kazhagam,AJPK,-,Gas cylinder
1,Gummidipoondi,Tiruvallur,GEN,6.0,K. CHANDRA SEKAR,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,VTVTK,-,Pestle and mortar
1,Gummidipoondi,Tiruvallur,GEN,7.0,S.VIJAYAKUMAR,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
1,Gummidipoondi,Tiruvallur,GEN,8.0,M.KUMARAN,Independent,IND,Independent,Diamond
1,Gummidipoondi,Tiruvallur,GEN,9.0,GOPAL.K,Independent,IND,Independent,Letter box
1,Gummidipoondi,Tiruvallur,GEN,10.0,T.GOVINDAN,Independent,IND,Independent,Ship
1,Gummidipoondi,Tiruvallur,GEN,11.0,A.H. SIVA GANESH,Independent,IND,Independent,Batsman
1,Gummidipoondi,Tiruvallur,GEN,12.0,D.SUDHAKAR,Independent,IND,Independent,Peas
1,Gummidipoondi,Tiruvallur,GEN,13.0,V.SUDHAKAR,Independent,IND,Independent,Water melon
1,Gummidipoondi,Tiruvallur,GEN,14.0,D.DINESH,Independent,IND,Independent,Road roller
1,Gummidipoondi,Tiruvallur,GEN,15.0,G.RANJITH B.SC.L.L.B,Independent,IND,Independent,Crane
2,Ponneri,Tiruvallur,SC,1.0,DURAI CHANDRASEKAR,Indian National Congress,INC,INDIA/SPA,Hand
2,Ponneri,Tiruvallur,SC,2.0,SANTHOSHKUMAR.J,Bahujan Samaj Party,BSP,Solo,Elephant
2,Ponneri,Tiruvallur,SC,3.0,BALARAMAN.P,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
2,Ponneri,Tiruvallur,SC,4.0,RAJATHI.M,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
2,Ponneri,Tiruvallur,SC,5.0,ASHOK PRIYADARSHAN,Desiya Makkal Sakthi Katchi,DMSK,-,Football player
2,Ponneri,Tiruvallur,SC,6.0,RAJA.S,Vanchit Bahujan Aaghadi,VBA,-,Gas cylinder
2,Ponneri,Tiruvallur,SC,7.0,KOTTEESWARAN. K,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
2,Ponneri,Tiruvallur,SC,8.0,MALATHI.S,Tamizhaga Murpokku Makkal Katchi,TMMK,-,Matchbox
2,Ponneri,Tiruvallur,SC,9.0,DR.RAVI.M.S,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
2,Ponneri,Tiruvallur,SC,10.0,NAGAIYAN.G,Independent,IND,Independent,Batsman
2,Ponneri,Tiruvallur,SC,11.0,BARATHIRAJA.K,Independent,IND,Independent,Brush
2,Ponneri,Tiruvallur,SC,12.0,RAJASEKAR.J,Independent,IND,Independent,Pen drive
2,Ponneri,Tiruvallur,SC,13.0,VENKATESAN.S,Independent,IND,Independent,Water melon
3,Tiruttani,Tiruvallur,GEN,1.0,G.HARI,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
3,Tiruttani,Tiruvallur,GEN,2.0,D.KRISHNAMURTHY,Desiya Murpokku Dravida Kazhagam,DMDK,INDIA/SPA,Nagara
3,Tiruttani,Tiruvallur,GEN,3.0,CHANDRAN .S.S,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
3,Tiruttani,Tiruvallur,GEN,4.0,MUTHURAJ.G,Bahujan Samaj Party,BSP,Solo,Elephant
3,Tiruttani,Tiruvallur,GEN,5.0,M.SATHYA KUMAR,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
3,Tiruttani,Tiruvallur,GEN,6.0,BALAJI.A,Thakkam Katchi,TK,-,Matchbox
3,Tiruttani,Tiruvallur,GEN,7.0,PAVENDHAN.Y.R,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
3,Tiruttani,Tiruvallur,GEN,8.0,KRISHNAMOORTHY.K,Independent,IND,Independent,Diamond
3,Tiruttani,Tiruvallur,GEN,9.0,KRISHNAMOORTHY.D,Independent,IND,Independent,Pestle and mortar
3,Tiruttani,Tiruvallur,GEN,10.0,KRISHNAMOORTHY.M,Independent,IND,Independent,Noodles bowl
3,Tiruttani,Tiruvallur,GEN,11.0,SHETTU.S,Independent,IND,Independent,Gas cylinder
3,Tiruttani,Tiruvallur,GEN,12.0,DR.A.V.NARENDRAN,Independent,IND,Independent,Bangles
3,Tiruttani,Tiruvallur,GEN,13.0,JAMBU.B,Independent,IND,Independent,Bucket
4,Thiruvallur,Tiruvallur,GEN,1.0,V.G. RAAJENDRAN,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
4,Thiruvallur,Tiruvallur,GEN,2.0,K. SENTHILKUMAR,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
4,Thiruvallur,Tiruvallur,GEN,3.0,BE VEE RAMANAH,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
4,Thiruvallur,Tiruvallur,GEN,4.0,B. RAJESH KUMAR,Bahujan Samaj Party,BSP,Solo,Elephant
4,Thiruvallur,Tiruvallur,GEN,5.0,DR. T. ARUNKUMAR,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
4,Thiruvallur,Tiruvallur,GEN,6.0,E. MANI,Republican Party of India (Athawale),RPI(A),-,Ganna kisan
4,Thiruvallur,Tiruvallur,GEN,7.0,E. RAJARATHINAM,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
4,Thiruvallur,Tiruvallur,GEN,8.0,N. VENKATESAN,Aanaithinthiya Jananayaka Pathukappu Kazhagam,AJPK,-,Gas cylinder
4,Thiruvallur,Tiruvallur,GEN,9.0,E.KOTHANDAN,Independent,IND,Independent,Rubber stamp
4,Thiruvallur,Tiruvallur,GEN,10.0,N. NAGENDRABABU,Independent,IND,Independent,Cot
4,Thiruvallur,Tiruvallur,GEN,11.0,N. BALAKRISHNAN,Independent,IND,Independent,Diamond
4,Thiruvallur,Tiruvallur,GEN,12.0,R. RAMANAN,Independent,IND,Independent,Can
4,Thiruvallur,Tiruvallur,GEN,13.0,G. RAJENDIRAN,Independent,IND,Independent,Water tank
4,Thiruvallur,Tiruvallur,GEN,14.0,S. RAJENDRAN,Independent,IND,Independent,Plate stand
5,Poonamallee,Tiruvallur,SC,1.0,KRISHNASWAMY.A,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
5,Poonamallee,Tiruvallur,SC,2.0,MEKALA.J,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
5,Poonamallee,Tiruvallur,SC,3.0,RAJASEKARAN.K,Bahujan Samaj Party,BSP,Solo,Elephant
5,Poonamallee,Tiruvallur,SC,4.0,ELUMALAI.T.A,Amma Makkal Munnettra Kazagam,AMMK,NDA,Pressure cooker
5,Poonamallee,Tiruvallur,SC,5.0,PRAKASAM.R,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
5,Poonamallee,Tiruvallur,SC,6.0,SIVAKUMAR.S,Independent,IND,Independent,Belt
5,Poonamallee,Tiruvallur,SC,7.0,DHASARATHAN.R,Independent,IND,Independent,Box
5,Poonamallee,Tiruvallur,SC,8.0,PURUSHOTHAMAN.B,Independent,IND,Independent,Saw
5,Poonamallee,Tiruvallur,SC,9.0,RAVIKUMAR.M,Independent,IND,Independent,Diamond
5,Poonamallee,Tiruvallur,SC,10.0,VELU.S,Independent,IND,Independent,Batsman
5,Poonamallee,Tiruvallur,SC,11.0,DR.JAYANTHI.R,Independent,IND,Independent,Swing
6,Avadi,Tiruvallur,GEN,1.0,S. CHARLES,Bahujan Samaj Party,BSP,Solo,Elephant
6,Avadi,Tiruvallur,GEN,2.0,S.M.NASAR,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
6,Avadi,Tiruvallur,GEN,3.0,PUNITHA SHANMUGAM,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
6,Avadi,Tiruvallur,GEN,4.0,RAJASIMHA MAHENDRA,Bharatiya Janata Party,BJP,NDA,Lotus
6,Avadi,Tiruvallur,GEN,5.0,R.EDMUND JAYENDREN,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
6,Avadi,Tiruvallur,GEN,6.0,C.S. KARNAN,Anti Corruption Dynamic Party,ACDP,-,Truck
6,Avadi,Tiruvallur,GEN,7.0,SENTHILKUMAR. S,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,AMMK,NDA,Jackfruit
6,Avadi,Tiruvallur,GEN,8.0,R. BAKTHAVATCHALAM,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,AIPTMK,-,Coconut farm
6,Avadi,Tiruvallur,GEN,9.0,R.RAMESH KUMAR,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
6,Avadi,Tiruvallur,GEN,10.0,P.JAYAKUMAR,Samaniya Makkal Nala Katchi,SMNK,-,Walking stick
6,Avadi,Tiruvallur,GEN,11.0,K. ANNAMALAI,Independent,IND,Independent,Refrigerator
6,Avadi,Tiruvallur,GEN,12.0,G.D. ARUNKUMAR,Independent,IND,Independent,Gramophone
6,Avadi,Tiruvallur,GEN,13.0,M. ERAJASIMMAN,Independent,IND,Independent,Cauliflower
6,Avadi,Tiruvallur,GEN,14.0,R. KUMAR,Independent,IND,Independent,Pen nib with seven rays
6,Avadi,Tiruvallur,GEN,15.0,S. SENTHILKUMAR,Independent,IND,Independent,Fountain
6,Avadi,Tiruvallur,GEN,16.0,P. CHELLAPANDIAN,Independent,IND,Independent,Gas cylinder
6,Avadi,Tiruvallur,GEN,17.0,K. BALAKRISHNAN,Independent,IND,Independent,Lady finger
6,Avadi,Tiruvallur,GEN,18.0,R. MANIKANDAN,Independent,IND,Independent,Envelope
6,Avadi,Tiruvallur,GEN,19.0,UNIESH RAJ. M,Independent,IND,Independent,Scissors
6,Avadi,Tiruvallur,GEN,20.0,RAJASEKAR. R,Independent,IND,Independent,Brush
7,Maduravoyal,Tiruvallur,GEN,1.0,GANAPATHY. K,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
7,Maduravoyal,Tiruvallur,GEN,2.0,P. BENJAMIN,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
7,Maduravoyal,Tiruvallur,GEN,3.0,REVATHI L,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
7,Maduravoyal,Tiruvallur,GEN,4.0,AGNI SELVARAJU. J,Naadaalum Makkal Katchi,NMK,-,Pen nib with seven rays
7,Maduravoyal,Tiruvallur,GEN,5.0,MUTHURAMAN. S,Anna MGR Dravida Makkal Kalgam,AMGRDMK,-,Pan
7,Maduravoyal,Tiruvallur,GEN,6.0,MURALI. S,Naam Indiar Party,NIP,-,Spanner
7,Maduravoyal,Tiruvallur,GEN,7.0,RHEVANTH CHARAN,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
7,Maduravoyal,Tiruvallur,GEN,8.0,K. VENKATESAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,VTVTK,-,Pestle and mortar
7,Maduravoyal,Tiruvallur,GEN,9.0,J. VENKATESAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,AIPTMK,-,Coconut farm
7,Maduravoyal,Tiruvallur,GEN,10.0,D. ANANDAN,Independent,IND,Independent,Bead necklace
7,Maduravoyal,Tiruvallur,GEN,11.0,K. GANAPATHY,Independent,IND,Independent,Diamond
7,Maduravoyal,Tiruvallur,GEN,12.0,V. KAMALA KANNAN,Independent,IND,Independent,CCTV Camera
7,Maduravoyal,Tiruvallur,GEN,13.0,SARAVANAN KUMAR,Independent,IND,Independent,Gas cylinder
7,Maduravoyal,Tiruvallur,GEN,14.0,R. SIVA,Independent,IND,Independent,Sitar
7,Maduravoyal,Tiruvallur,GEN,15.0,M. BALASUBRAMANIAN,Independent,IND,Independent,Bangles
7,Maduravoyal,Tiruvallur,GEN,16.0,S. BENJAMIN MOSES,Independent,IND,Independent,Electric pole
7,Maduravoyal,Tiruvallur,GEN,17.0,PONMUTHU RAMESH,Independent,IND,Independent,Stethoscope
7,Maduravoyal,Tiruvallur,GEN,18.0,N.A. MANI,Independent,IND,Independent,Bucket
7,Maduravoyal,Tiruvallur,GEN,19.0,R. YUVARAJ,Independent,IND,Independent,Football player
7,Maduravoyal,Tiruvallur,GEN,20.0,VIGNESH NANDAGOPAL,Independent,IND,Independent,Mixee
7,Maduravoyal,Tiruvallur,GEN,21.0,M. JAMES,Independent,IND,Independent,Cake
8,Ambattur,Tiruvallur,GEN,1.0,SILAMBARASAN,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
8,Ambattur,Tiruvallur,GEN,2.0,DR. J.SAILAS,Bahujan Samaj Party,BSP,Solo,Elephant
8,Ambattur,Tiruvallur,GEN,3.0,DR.A.P. POORNIMA,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
8,Ambattur,Tiruvallur,GEN,4.0,A.KALYANASUNDARAM,Nationalist Janshakti Party,NJP,-,Sitar
8,Ambattur,Tiruvallur,GEN,5.0,K.N. SEKAR,Pattali Makkal Katchi,PMK,NDA,Mango
8,Ambattur,Tiruvallur,GEN,6.0,BALAMURUGAN.G,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
8,Ambattur,Tiruvallur,GEN,7.0,V. RAMKUMAR,India Suyarajya Party,ISP,-,Diamond
8,Ambattur,Tiruvallur,GEN,8.0,RAJKUMAR,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
8,Ambattur,Tiruvallur,GEN,9.0,D. JEYAGANESH,Naam Indiar Party,NIP,-,Spanner
8,Ambattur,Tiruvallur,GEN,10.0,M.S. ARUMUGAM,Independent,IND,Independent,Gas cylinder
8,Ambattur,Tiruvallur,GEN,11.0,P. ARUMUGAM,Independent,IND,Independent,Water tank
8,Ambattur,Tiruvallur,GEN,12.0,G. SAMPATH,Independent,IND,Independent,Bangles
8,Ambattur,Tiruvallur,GEN,13.0,K. SEKAR,Independent,IND,Independent,Air conditioner
8,Ambattur,Tiruvallur,GEN,14.0,G.P. SEKAR,Independent,IND,Independent,Dish antenna
8,Ambattur,Tiruvallur,GEN,15.0,PALANI,Independent,IND,Independent,Batsman
8,Ambattur,Tiruvallur,GEN,16.0,R.BALAMURUGAN,Independent,IND,Independent,CCTV Camera
8,Ambattur,Tiruvallur,GEN,17.0,DR. S.PRAVEEN,Independent,IND,Independent,Television
8,Ambattur,Tiruvallur,GEN,18.0,D. PUSHPA,Independent,IND,Independent,Carrom board
8,Ambattur,Tiruvallur,GEN,19.0,S. MADHAVAN,Independent,IND,Independent,Football player
8,Ambattur,Tiruvallur,GEN,20.0,D.K.MESHACK KIRUBAKARAN,Independent,IND,Independent,Telephone
8,Ambattur,Tiruvallur,GEN,21.0,VINAYAGAMOORTHY.R,Independent,IND,Independent,Ship
8,Ambattur,Tiruvallur,GEN,22.0,S. JANARTHANAN,Independent,IND,Independent,Matchbox
8,Ambattur,Tiruvallur,GEN,23.0,JOTHI.M,Independent,IND,Independent,Balloon
9,Madavaram,Tiruvallur,GEN,1.0,E.KRITHIKA,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
9,Madavaram,Tiruvallur,GEN,2.0,S.SUDHARSANAM,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
9,Madavaram,Tiruvallur,GEN,3.0,MADHAVARAM V.MOORTHY,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
9,Madavaram,Tiruvallur,GEN,4.0,N.JANAKIRAMAN,Bahujan Samaj Party,BSP,Solo,Elephant
9,Madavaram,Tiruvallur,GEN,5.0,R.KARTHIKEYAN,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
9,Madavaram,Tiruvallur,GEN,6.0,I.RAFFIK,Naadaalum Makkal Katchi,NMK,-,Pen nib with seven rays
9,Madavaram,Tiruvallur,GEN,7.0,M.L.VIJAYPRABHU,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
9,Madavaram,Tiruvallur,GEN,8.0,S.SIVAKUMAR,Independent,IND,Independent,Chain
9,Madavaram,Tiruvallur,GEN,9.0,SUDARSANAM,Independent,IND,Independent,Diamond
9,Madavaram,Tiruvallur,GEN,10.0,A.NAGARAJAN,Independent,IND,Independent,Peas
9,Madavaram,Tiruvallur,GEN,11.0,R.S.BALAJI,Independent,IND,Independent,Ship
9,Madavaram,Tiruvallur,GEN,12.0,G.PRABU,Independent,IND,Independent,Tooth brush
9,Madavaram,Tiruvallur,GEN,13.0,A.PONNALAGAN,Independent,IND,Independent,Saw
9,Madavaram,Tiruvallur,GEN,14.0,C.MOORTHY,Independent,IND,Independent,Electric pole
9,Madavaram,Tiruvallur,GEN,15.0,V.MURTHY,Independent,IND,Independent,Wallet
10,Thiruvottiyur,Tiruvallur,GEN,1.0,KUPPAN. K,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
10,Thiruvottiyur,Tiruvallur,GEN,2.0,SATHYA. B,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
10,Thiruvottiyur,Tiruvallur,GEN,3.0,SUNDARARAJ. L,Communist Party of India (Marxist),CPI(M),INDIA/SPA,Hammer Sickle and Star
10,Thiruvottiyur,Tiruvallur,GEN,4.0,MAHENDRA KUMAR. D,Bahujan Samaj Party,BSP,Solo,Elephant
10,Thiruvottiyur,Tiruvallur,GEN,5.0,SASIREKHA. M,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,VTVTK,-,Pestle and mortar
10,Thiruvottiyur,Tiruvallur,GEN,6.0,SENTHIL KUMAR. N,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
10,Thiruvottiyur,Tiruvallur,GEN,7.0,DILLI KUMAR. R,Democratic National Allegiance,DNA,-,Ship
10,Thiruvottiyur,Tiruvallur,GEN,8.0,VENKATARAMANAN. J,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
10,Thiruvottiyur,Tiruvallur,GEN,9.0,ARAVIND. R,Independent,IND,Independent,Matchbox
10,Thiruvottiyur,Tiruvallur,GEN,10.0,GOPI. K,Independent,IND,Independent,Gramophone
10,Thiruvottiyur,Tiruvallur,GEN,11.0,THANIKASALAM. B,Independent,IND,Independent,Door bell
10,Thiruvottiyur,Tiruvallur,GEN,12.0,BALARUBAN,Independent,IND,Independent,Boat with man and sail
10,Thiruvottiyur,Tiruvallur,GEN,13.0,MICHAELRAJ. M.A,Independent,IND,Independent,Gas cylinder
10,Thiruvottiyur,Tiruvallur,GEN,14.0,VIJAY. A,Independent,IND,Independent,Electric pole
10,Thiruvottiyur,Tiruvallur,GEN,15.0,JANAGARAJ,Independent,IND,Independent,Wool and Needle
11,Dr. Radhakrishnan Nagar,Chennai,GEN,1.0,R.S. RAAJESH,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
11,Dr. Radhakrishnan Nagar,Chennai,GEN,2.0,VENNILA.T,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
11,Dr. Radhakrishnan Nagar,Chennai,GEN,3.0,J. JOHN EBENEZER,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
11,Dr. Radhakrishnan Nagar,Chennai,GEN,4.0,E. RAAMADASAN,Makkal Nalvaazhvu Katchi,MNK,-,Diamond
11,Dr. Radhakrishnan Nagar,Chennai,GEN,5.0,D. KARTHIKEYAN,Samata Party,SP,-,Calculator
11,Dr. Radhakrishnan Nagar,Chennai,GEN,6.0,CHANDRASEKAR,Tamizhaga Murpokku Makkal Katchi,TMMK,-,Matchbox
11,Dr. Radhakrishnan Nagar,Chennai,GEN,7.0,B. NAVIN,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
11,Dr. Radhakrishnan Nagar,Chennai,GEN,8.0,N. MARIE WILSON,Tamilaga Vetri Kazhagam,TVK,Solo,Whistle
11,Dr. Radhakrishnan Nagar,Chennai,GEN,9.0,A. MOHANRAJ,Socialist Unity Centre Of India (COMMUNIST),SUCI(C),-,Scissors
11,Dr. Radhakrishnan Nagar,Chennai,GEN,10.0,AMUDHA.N,Independent,IND,Independent,Triangle
11,Dr. Radhakrishnan Nagar,Chennai,GEN,11.0,D. AJITH KUMAR,Independent,IND,Independent,Biscuit
11,Dr. Radhakrishnan Nagar,Chennai,GEN,12.0,S. EMMANUVEL,Independent,IND,Independent,Ship
11,Dr. Radhakrishnan Nagar,Chennai,GEN,13.0,A. USHA,Independent,IND,Independent,Baby walker
11,Dr. Radhakrishnan Nagar,Chennai,GEN,14.0,R. ETHIRAJ,Independent,IND,Independent,Grapes
11,Dr. Radhakrishnan Nagar,Chennai,GEN,15.0,V. SHANKAR,Independent,IND,Independent,Bench
11,Dr. Radhakrishnan Nagar,Chennai,GEN,16.0,M. SATHISH,Independent,IND,Independent,Chain
11,Dr. Radhakrishnan Nagar,Chennai,GEN,17.0,J. SARAVANAKUMAR,Independent,IND,Independent,Road roller
11,Dr. Radhakrishnan Nagar,Chennai,GEN,18.0,L. SARAVANAN,Independent,IND,Independent,Laptop
11,Dr. Radhakrishnan Nagar,Chennai,GEN,19.0,V. SUDHAKAR,Independent,IND,Independent,Green chilli
11,Dr. Radhakrishnan Nagar,Chennai,GEN,20.0,K. SUJITH,Independent,IND,Independent,Carpet
11,Dr. Radhakrishnan Nagar,Chennai,GEN,21.0,R. TAMILARASAN,Independent,IND,Independent,Electric pole
11,Dr. Radhakrishnan Nagar,Chennai,GEN,22.0,TAMILSELVAN,Independent,IND,Independent,Sofa
11,Dr. Radhakrishnan Nagar,Chennai,GEN,23.0,R. DEVAKUMAR,Independent,IND,Independent,Coat
11,Dr. Radhakrishnan Nagar,Chennai,GEN,24.0,D. PRABHU,Independent,IND,Independent,Iron
11,Dr. Radhakrishnan Nagar,Chennai,GEN,25.0,G. BOTHI RAJAN,Independent,IND,Independent,Cake
11,Dr. Radhakrishnan Nagar,Chennai,GEN,26.0,MANIKANDAN.H,Independent,IND,Independent,Chimney
11,Dr. Radhakrishnan Nagar,Chennai,GEN,27.0,G. MADHAN KUMAR,Independent,IND,Independent,Box
11,Dr. Radhakrishnan Nagar,Chennai,GEN,28.0,V. MADHAN MOHAN,Independent,IND,Independent,Bat
11,Dr. Radhakrishnan Nagar,Chennai,GEN,29.0,P. MARIMUTHU,Independent,IND,Independent,Mixee
11,Dr. Radhakrishnan Nagar,Chennai,GEN,30.0,R. MUTHU CHELLA BHARATHI,Independent,IND,Independent,Carrom board
11,Dr. Radhakrishnan Nagar,Chennai,GEN,31.0,K. MURALI,Independent,IND,Independent,Pressure cooker
11,Dr. Radhakrishnan Nagar,Chennai,GEN,32.0,J. MURALI KRISHNAN,Independent,IND,Independent,Flute
11,Dr. Radhakrishnan Nagar,Chennai,GEN,33.0,C. RAJAMANICKAM,Independent,IND,Independent,Gas cylinder
11,Dr. Radhakrishnan Nagar,Chennai,GEN,34.0,J. VIJAYAN,Independent,IND,Independent,Coconut farm
11,Dr. Radhakrishnan Nagar,Chennai,GEN,35.0,A. VIJAY,Independent,IND,Independent,Robot
11,Dr. Radhakrishnan Nagar,Chennai,GEN,36.0,G. VIJAY,Independent,IND,Independent,Hand cart
11,Dr. Radhakrishnan Nagar,Chennai,GEN,37.0,C. JANARTHANAN,Independent,IND,Independent,Ring
11,Dr. Radhakrishnan Nagar,Chennai,GEN,38.0,D. JANARTHANAN,Independent,IND,Independent,Mike
12,Perambur,Chennai,GEN,1.0,R.D. SHEKAR,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
12,Perambur,Chennai,GEN,2.0,S. VETRI THAMIZHAN,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
12,Perambur,Chennai,GEN,3.0,VETRI VEL SELVAM,Bahujan Samaj Party,BSP,Solo,Elephant
12,Perambur,Chennai,GEN,4.0,ASHLIN BELMEN A.S,Tamilnadu Mahatma Gandhi Makkal Katchi,TMGMK,-,Diamond
12,Perambur,Chennai,GEN,5.0,M. GEETA,Thakkam Katchi,TK,-,Matchbox
12,Perambur,Chennai,GEN,6.0,DR.R. SARAVANA PERUMAL,Makkal Nalvaazhvu Katchi,MNK,-,Bucket
12,Perambur,Chennai,GEN,7.0,SIVAKUMAR.V,Tamil Telugu National Party,TTNP,-,Scissors
12,Perambur,Chennai,GEN,8.0,S. SURESHKUMAR,Makkalatchi Katchi,MK,-,Telephone
12,Perambur,Chennai,GEN,9.0,J. SEBASTIN,Socialist Unity Centre Of India (COMMUNIST),SUCI(C),-,Gas cylinder
12,Perambur,Chennai,GEN,10.0,M. THILAGABAMA,Pattali Makkal Katchi,PMK,NDA,Mango
12,Perambur,Chennai,GEN,11.0,K.M. DEVAN,Makkal Murasu Katchi,MMK,-,Computer
12,Perambur,Chennai,GEN,12.0,S. MALATHI,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,VTVTK,-,Pestle and mortar
12,Perambur,Chennai,GEN,13.0,A. RAJARAM,Republican Party of India (Athawale),RPI(A),-,Ganna kisan
12,Perambur,Chennai,GEN,14.0,VIJAY,All India Jananayaka Makkal Kazhagam,AIJMK,-,Road roller
12,Perambur,Chennai,GEN,15.0,D.V. VENUGOPAL,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
12,Perambur,Chennai,GEN,16.0,C. JOSEPH VIJAY,Tamilaga Vetri Kazhagam,TVK,Solo,Whistle
12,Perambur,Chennai,GEN,17.0,AGNI AALVAR,Independent,IND,Independent,Pressure cooker
12,Perambur,Chennai,GEN,18.0,AMALA.R,Independent,IND,Independent,Walking stick
12,Perambur,Chennai,GEN,19.0,AZARUTHEEN.M,Independent,IND,Independent,Battery Torch
12,Perambur,Chennai,GEN,20.0,P. ESAKKI MUTHU,Independent,IND,Independent,Table
12,Perambur,Chennai,GEN,21.0,E. UDHAYA KUMAR,Independent,IND,Independent,Letter box
12,Perambur,Chennai,GEN,22.0,M. KADHIRAVAN,Independent,IND,Independent,Trumpet
12,Perambur,Chennai,GEN,23.0,P. GUNASEKAR,Independent,IND,Independent,Can
12,Perambur,Chennai,GEN,24.0,B. SATHISH KUMAR,Independent,IND,Independent,Box
12,Perambur,Chennai,GEN,25.0,SATHISH.B,Independent,IND,Independent,Robot
12,Perambur,Chennai,GEN,26.0,P. THANGAMANI,Independent,IND,Independent,Binoculars
12,Perambur,Chennai,GEN,27.0,M. TAMILSELVAM,Independent,IND,Independent,Bicycle pump
12,Perambur,Chennai,GEN,28.0,H. DHANASEKAR,Independent,IND,Independent,Ship
12,Perambur,Chennai,GEN,29.0,M.I. THAHIRA BANU,Independent,IND,Independent,Grapes
12,Perambur,Chennai,GEN,30.0,NIVETHA,Independent,IND,Independent,Ring
12,Perambur,Chennai,GEN,31.0,B. BALAJI,Independent,IND,Independent,Jackfruit
12,Perambur,Chennai,GEN,32.0,P. PONRAJ,Independent,IND,Independent,Cutting pliers
12,Perambur,Chennai,GEN,33.0,BOWDHARAJ,Independent,IND,Independent,Mike
12,Perambur,Chennai,GEN,34.0,DR.D. MADAN,Independent,IND,Independent,Stethoscope
