AC_No,AC_Name,District,Reserved,Sl_No,Candidate_Name,Party_Full,Party_Short,Alliance,Symbol
,,,,,,,,,
1,Gummidipoondi,Tiruvallur,GEN,1,T.J.GOVINDARAJAN,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
1,Gummidipoondi,Tiruvallur,GEN,2,SUDHAKAR.V,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
1,Gummidipoondi,Tiruvallur,GEN,3,M.JAGADEESAN,Bahujan Samaj Party,BSP,Solo,Elephant
1,Gummidipoondi,Tiruvallur,GEN,4,R.SRIDAR. B.L.,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
1,Gummidipoondi,Tiruvallur,GEN,5,SDK SANKAR,Aanaithinthiya Jananayaka Pathukappu Kazhagam,AJPK,-,Gas cylinder
1,Gummidipoondi,Tiruvallur,GEN,6,K. CHANDRA SEKAR,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,VTVTK,-,Pestle and mortar
1,Gummidipoondi,Tiruvallur,GEN,7,S.VIJAYAKUMAR,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
1,Gummidipoondi,Tiruvallur,GEN,8,M.KUMARAN,Independent,IND,Independent,Diamond
1,Gummidipoondi,Tiruvallur,GEN,9,GOPAL.K,Independent,IND,Independent,Letter box
1,Gummidipoondi,Tiruvallur,GEN,10,T.GOVINDAN,Independent,IND,Independent,Ship
1,Gummidipoondi,Tiruvallur,GEN,11,A.H. SIVA GANESH,Independent,IND,Independent,Batsman
1,Gummidipoondi,Tiruvallur,GEN,12,D.SUDHAKAR,Independent,IND,Independent,Peas
1,Gummidipoondi,Tiruvallur,GEN,13,V.SUDHAKAR,Independent,IND,Independent,Water melon
1,Gummidipoondi,Tiruvallur,GEN,14,D.DINESH,Independent,IND,Independent,Road roller
1,Gummidipoondi,Tiruvallur,GEN,15,G.RANJITH B.SC.L.L.B,Independent,IND,Independent,Crane
2,Ponneri,Tiruvallur,SC,1,DURAI CHANDRASEKAR,Indian National Congress,INC,INDIA/SPA,Hand
2,Ponneri,Tiruvallur,SC,2,SANTHOSHKUMAR.J,Bahujan Samaj Party,BSP,Solo,Elephant
2,Ponneri,Tiruvallur,SC,3,BALARAMAN.P,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
2,Ponneri,Tiruvallur,SC,4,RAJATHI.M,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
2,Ponneri,Tiruvallur,SC,5,ASHOK PRIYADARSHAN,Desiya Makkal Sakthi Katchi,DMSK,-,Football player
2,Ponneri,Tiruvallur,SC,6,RAJA.S,Vanchit Bahujan Aaghadi,VBA,-,Gas cylinder
2,Ponneri,Tiruvallur,SC,7,KOTTEESWARAN. K,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
2,Ponneri,Tiruvallur,SC,8,MALATHI.S,Tamizhaga Murpokku Makkal Katchi,TMMK,-,Matchbox
2,Ponneri,Tiruvallur,SC,9,DR.RAVI.M.S,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
2,Ponneri,Tiruvallur,SC,10,NAGAIYAN.G,Independent,IND,Independent,Batsman
2,Ponneri,Tiruvallur,SC,11,BARATHIRAJA.K,Independent,IND,Independent,Brush
2,Ponneri,Tiruvallur,SC,12,RAJASEKAR.J,Independent,IND,Independent,Pen drive
2,Ponneri,Tiruvallur,SC,13,VENKATESAN.S,Independent,IND,Independent,Water melon
3,Tiruttani,Tiruvallur,GEN,1,G.HARI,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
3,Tiruttani,Tiruvallur,GEN,2,D.KRISHNAMURTHY,Desiya Murpokku Dravida Kazhagam,DMDK,INDIA/SPA,Nagara
3,Tiruttani,Tiruvallur,GEN,3,CHANDRAN .S.S,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
3,Tiruttani,Tiruvallur,GEN,4,MUTHURAJ.G,Bahujan Samaj Party,BSP,Solo,Elephant
3,Tiruttani,Tiruvallur,GEN,5,M.SATHYA KUMAR,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
3,Tiruttani,Tiruvallur,GEN,6,BALAJI.A,Thakkam Katchi,TK,-,Matchbox
3,Tiruttani,Tiruvallur,GEN,7,PAVENDHAN.Y.R,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
3,Tiruttani,Tiruvallur,GEN,8,KRISHNAMOORTHY.K,Independent,IND,Independent,Diamond
3,Tiruttani,Tiruvallur,GEN,9,KRISHNAMOORTHY.D,Independent,IND,Independent,Pestle and mortar
3,Tiruttani,Tiruvallur,GEN,10,KRISHNAMOORTHY.M,Independent,IND,Independent,Noodles bowl
3,Tiruttani,Tiruvallur,GEN,11,SHETTU.S,Independent,IND,Independent,Gas cylinder
3,Tiruttani,Tiruvallur,GEN,12,DR.A.V.NARENDRAN,Independent,IND,Independent,Bangles
3,Tiruttani,Tiruvallur,GEN,13,JAMBU.B,Independent,IND,Independent,Bucket
4,Thiruvallur,Tiruvallur,GEN,1,V.G. RAAJENDRAN,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
4,Thiruvallur,Tiruvallur,GEN,2,K. SENTHILKUMAR,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
4,Thiruvallur,Tiruvallur,GEN,3,BE VEE RAMANAH,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
4,Thiruvallur,Tiruvallur,GEN,4,B. RAJESH KUMAR,Bahujan Samaj Party,BSP,Solo,Elephant
4,Thiruvallur,Tiruvallur,GEN,5,DR. T. ARUNKUMAR,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
4,Thiruvallur,Tiruvallur,GEN,6,E. MANI,Republican Party of India (Athawale),RPI(A),-,Ganna kisan
4,Thiruvallur,Tiruvallur,GEN,7,E. RAJARATHINAM,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
4,Thiruvallur,Tiruvallur,GEN,8,N. VENKATESAN,Aanaithinthiya Jananayaka Pathukappu Kazhagam,AJPK,-,Gas cylinder
4,Thiruvallur,Tiruvallur,GEN,9,E.KOTHANDAN,Independent,IND,Independent,Rubber stamp
4,Thiruvallur,Tiruvallur,GEN,10,N. NAGENDRABABU,Independent,IND,Independent,Cot
4,Thiruvallur,Tiruvallur,GEN,11,N. BALAKRISHNAN,Independent,IND,Independent,Diamond
4,Thiruvallur,Tiruvallur,GEN,12,R. RAMANAN,Independent,IND,Independent,Can
4,Thiruvallur,Tiruvallur,GEN,13,G. RAJENDIRAN,Independent,IND,Independent,Water tank
4,Thiruvallur,Tiruvallur,GEN,14,S. RAJENDRAN,Independent,IND,Independent,Plate stand
5,Poonamallee,Tiruvallur,SC,1,KRISHNASWAMY.A,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
5,Poonamallee,Tiruvallur,SC,2,MEKALA.J,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
5,Poonamallee,Tiruvallur,SC,3,RAJASEKARAN.K,Bahujan Samaj Party,BSP,Solo,Elephant
5,Poonamallee,Tiruvallur,SC,4,ELUMALAI.T.A,Amma Makkal Munnettra Kazagam,AMMK,NDA,Pressure cooker
5,Poonamallee,Tiruvallur,SC,5,PRAKASAM.R,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
5,Poonamallee,Tiruvallur,SC,6,SIVAKUMAR.S,Independent,IND,Independent,Belt
5,Poonamallee,Tiruvallur,SC,7,DHASARATHAN.R,Independent,IND,Independent,Box
5,Poonamallee,Tiruvallur,SC,8,PURUSHOTHAMAN.B,Independent,IND,Independent,Saw
5,Poonamallee,Tiruvallur,SC,9,RAVIKUMAR.M,Independent,IND,Independent,Diamond
5,Poonamallee,Tiruvallur,SC,10,VELU.S,Independent,IND,Independent,Batsman
5,Poonamallee,Tiruvallur,SC,11,DR.JAYANTHI.R,Independent,IND,Independent,Swing
6,Avadi,Tiruvallur,GEN,1,S. CHARLES,Bahujan Samaj Party,BSP,Solo,Elephant
6,Avadi,Tiruvallur,GEN,2,S.M.NASAR,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
6,Avadi,Tiruvallur,GEN,3,PUNITHA SHANMUGAM,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
6,Avadi,Tiruvallur,GEN,4,RAJASIMHA MAHENDRA,Bharatiya Janata Party,BJP,NDA,Lotus
6,Avadi,Tiruvallur,GEN,5,R.EDMUND JAYENDREN,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
6,Avadi,Tiruvallur,GEN,6,C.S. KARNAN,Anti Corruption Dynamic Party,ACDP,-,Truck
6,Avadi,Tiruvallur,GEN,7,SENTHILKUMAR. S,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,AMMK,NDA,Jackfruit
6,Avadi,Tiruvallur,GEN,8,R. BAKTHAVATCHALAM,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,AIPTMK,-,Coconut farm
6,Avadi,Tiruvallur,GEN,9,R.RAMESH KUMAR,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
6,Avadi,Tiruvallur,GEN,10,P.JAYAKUMAR,Samaniya Makkal Nala Katchi,SMNK,-,Walking stick
6,Avadi,Tiruvallur,GEN,11,K. ANNAMALAI,Independent,IND,Independent,Refrigerator
6,Avadi,Tiruvallur,GEN,12,G.D. ARUNKUMAR,Independent,IND,Independent,Gramophone
6,Avadi,Tiruvallur,GEN,13,M. ERAJASIMMAN,Independent,IND,Independent,Cauliflower
6,Avadi,Tiruvallur,GEN,14,R. KUMAR,Independent,IND,Independent,Pen nib with seven rays
6,Avadi,Tiruvallur,GEN,15,S. SENTHILKUMAR,Independent,IND,Independent,Fountain
6,Avadi,Tiruvallur,GEN,16,P. CHELLAPANDIAN,Independent,IND,Independent,Gas cylinder
6,Avadi,Tiruvallur,GEN,17,K. BALAKRISHNAN,Independent,IND,Independent,Lady finger
6,Avadi,Tiruvallur,GEN,18,R. MANIKANDAN,Independent,IND,Independent,Envelope
6,Avadi,Tiruvallur,GEN,19,UNIESH RAJ. M,Independent,IND,Independent,Scissors
6,Avadi,Tiruvallur,GEN,20,RAJASEKAR. R,Independent,IND,Independent,Brush
7,Maduravoyal,Tiruvallur,GEN,1,GANAPATHY. K,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
7,Maduravoyal,Tiruvallur,GEN,2,P. BENJAMIN,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
7,Maduravoyal,Tiruvallur,GEN,3,REVATHI L,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
7,Maduravoyal,Tiruvallur,GEN,4,AGNI SELVARAJU. J,Naadaalum Makkal Katchi,NMK,-,Pen nib with seven rays
7,Maduravoyal,Tiruvallur,GEN,5,MUTHURAMAN. S,Anna MGR Dravida Makkal Kalgam,AMGRDMK,-,Pan
7,Maduravoyal,Tiruvallur,GEN,6,MURALI. S,Naam Indiar Party,NIP,-,Spanner
7,Maduravoyal,Tiruvallur,GEN,7,RHEVANTH CHARAN,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
7,Maduravoyal,Tiruvallur,GEN,8,K. VENKATESAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,VTVTK,-,Pestle and mortar
7,Maduravoyal,Tiruvallur,GEN,9,J. VENKATESAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,AIPTMK,-,Coconut farm
7,Maduravoyal,Tiruvallur,GEN,10,D. ANANDAN,Independent,IND,Independent,Bead necklace
7,Maduravoyal,Tiruvallur,GEN,11,K. GANAPATHY,Independent,IND,Independent,Diamond
7,Maduravoyal,Tiruvallur,GEN,12,V. KAMALA KANNAN,Independent,IND,Independent,CCTV Camera
7,Maduravoyal,Tiruvallur,GEN,13,SARAVANAN KUMAR,Independent,IND,Independent,Gas cylinder
7,Maduravoyal,Tiruvallur,GEN,14,R. SIVA,Independent,IND,Independent,Sitar
7,Maduravoyal,Tiruvallur,GEN,15,M. BALASUBRAMANIAN,Independent,IND,Independent,Bangles
7,Maduravoyal,Tiruvallur,GEN,16,S. BENJAMIN MOSES,Independent,IND,Independent,Electric pole
7,Maduravoyal,Tiruvallur,GEN,17,PONMUTHU RAMESH,Independent,IND,Independent,Stethoscope
7,Maduravoyal,Tiruvallur,GEN,18,N.A. MANI,Independent,IND,Independent,Bucket
7,Maduravoyal,Tiruvallur,GEN,19,R. YUVARAJ,Independent,IND,Independent,Football player
7,Maduravoyal,Tiruvallur,GEN,20,VIGNESH NANDAGOPAL,Independent,IND,Independent,Mixee
7,Maduravoyal,Tiruvallur,GEN,21,M. JAMES,Independent,IND,Independent,Cake
8,Ambattur,Tiruvallur,GEN,1,SILAMBARASAN,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
8,Ambattur,Tiruvallur,GEN,2,DR. J.SAILAS,Bahujan Samaj Party,BSP,Solo,Elephant
8,Ambattur,Tiruvallur,GEN,3,DR.A.P. POORNIMA,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
8,Ambattur,Tiruvallur,GEN,4,A.KALYANASUNDARAM,Nationalist Janshakti Party,NJP,-,Sitar
8,Ambattur,Tiruvallur,GEN,5,K.N. SEKAR,Pattali Makkal Katchi,PMK,NDA,Mango
8,Ambattur,Tiruvallur,GEN,6,BALAMURUGAN.G,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
8,Ambattur,Tiruvallur,GEN,7,V. RAMKUMAR,India Suyarajya Party,ISP,-,Diamond
8,Ambattur,Tiruvallur,GEN,8,RAJKUMAR,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
8,Ambattur,Tiruvallur,GEN,9,D. JEYAGANESH,Naam Indiar Party,NIP,-,Spanner
8,Ambattur,Tiruvallur,GEN,10,M.S. ARUMUGAM,Independent,IND,Independent,Gas cylinder
8,Ambattur,Tiruvallur,GEN,11,P. ARUMUGAM,Independent,IND,Independent,Water tank
8,Ambattur,Tiruvallur,GEN,12,G. SAMPATH,Independent,IND,Independent,Bangles
8,Ambattur,Tiruvallur,GEN,13,K. SEKAR,Independent,IND,Independent,Air conditioner
8,Ambattur,Tiruvallur,GEN,14,G.P. SEKAR,Independent,IND,Independent,Dish antenna
8,Ambattur,Tiruvallur,GEN,15,PALANI,Independent,IND,Independent,Batsman
8,Ambattur,Tiruvallur,GEN,16,R.BALAMURUGAN,Independent,IND,Independent,CCTV Camera
8,Ambattur,Tiruvallur,GEN,17,DR. S.PRAVEEN,Independent,IND,Independent,Television
8,Ambattur,Tiruvallur,GEN,18,D. PUSHPA,Independent,IND,Independent,Carrom board
8,Ambattur,Tiruvallur,GEN,19,S. MADHAVAN,Independent,IND,Independent,Football player
8,Ambattur,Tiruvallur,GEN,20,D.K.MESHACK KIRUBAKARAN,Independent,IND,Independent,Telephone
8,Ambattur,Tiruvallur,GEN,21,VINAYAGAMOORTHY.R,Independent,IND,Independent,Ship
8,Ambattur,Tiruvallur,GEN,22,S. JANARTHANAN,Independent,IND,Independent,Matchbox
8,Ambattur,Tiruvallur,GEN,23,JOTHI.M,Independent,IND,Independent,Balloon
9,Madavaram,Tiruvallur,GEN,1,E.KRITHIKA,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
9,Madavaram,Tiruvallur,GEN,2,S.SUDHARSANAM,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
9,Madavaram,Tiruvallur,GEN,3,MADHAVARAM V.MOORTHY,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
9,Madavaram,Tiruvallur,GEN,4,N.JANAKIRAMAN,Bahujan Samaj Party,BSP,Solo,Elephant
9,Madavaram,Tiruvallur,GEN,5,R.KARTHIKEYAN,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
9,Madavaram,Tiruvallur,GEN,6,I.RAFFIK,Naadaalum Makkal Katchi,NMK,-,Pen nib with seven rays
9,Madavaram,Tiruvallur,GEN,7,M.L.VIJAYPRABHU,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
9,Madavaram,Tiruvallur,GEN,8,S.SIVAKUMAR,Independent,IND,Independent,Chain
9,Madavaram,Tiruvallur,GEN,9,SUDARSANAM,Independent,IND,Independent,Diamond
9,Madavaram,Tiruvallur,GEN,10,A.NAGARAJAN,Independent,IND,Independent,Peas
9,Madavaram,Tiruvallur,GEN,11,R.S.BALAJI,Independent,IND,Independent,Ship
9,Madavaram,Tiruvallur,GEN,12,G.PRABU,Independent,IND,Independent,Tooth brush
9,Madavaram,Tiruvallur,GEN,13,A.PONNALAGAN,Independent,IND,Independent,Saw
9,Madavaram,Tiruvallur,GEN,14,C.MOORTHY,Independent,IND,Independent,Electric pole
9,Madavaram,Tiruvallur,GEN,15,V.MURTHY,Independent,IND,Independent,Wallet
10,Thiruvottiyur,Tiruvallur,GEN,1,KUPPAN. K,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
10,Thiruvottiyur,Tiruvallur,GEN,2,SATHYA. B,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
10,Thiruvottiyur,Tiruvallur,GEN,3,SUNDARARAJ. L,Communist Party of India (Marxist),CPI(M),INDIA/SPA,Hammer Sickle and Star
10,Thiruvottiyur,Tiruvallur,GEN,4,MAHENDRA KUMAR. D,Bahujan Samaj Party,BSP,Solo,Elephant
10,Thiruvottiyur,Tiruvallur,GEN,5,SASIREKHA. M,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,VTVTK,-,Pestle and mortar
10,Thiruvottiyur,Tiruvallur,GEN,6,SENTHIL KUMAR. N,Tamilaga Vettri Kazhagam,TVK,Solo,Whistle
10,Thiruvottiyur,Tiruvallur,GEN,7,DILLI KUMAR. R,Democratic National Allegiance,DNA,-,Ship
10,Thiruvottiyur,Tiruvallur,GEN,8,VENKATARAMANAN. J,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
10,Thiruvottiyur,Tiruvallur,GEN,9,ARAVIND. R,Independent,IND,Independent,Matchbox
10,Thiruvottiyur,Tiruvallur,GEN,10,GOPI. K,Independent,IND,Independent,Gramophone
10,Thiruvottiyur,Tiruvallur,GEN,11,THANIKASALAM. B,Independent,IND,Independent,Door bell
10,Thiruvottiyur,Tiruvallur,GEN,12,BALARUBAN,Independent,IND,Independent,Boat with man and sail
10,Thiruvottiyur,Tiruvallur,GEN,13,MICHAELRAJ. M.A,Independent,IND,Independent,Gas cylinder
10,Thiruvottiyur,Tiruvallur,GEN,14,VIJAY. A,Independent,IND,Independent,Electric pole
10,Thiruvottiyur,Tiruvallur,GEN,15,JANAGARAJ,Independent,IND,Independent,Wool and Needle
11,Dr. Radhakrishnan Nagar,Chennai,GEN,1,R.S. RAAJESH,All India Anna Dravida Munnetra Kazhagam,AIADMK,NDA,Two leaves
11,Dr. Radhakrishnan Nagar,Chennai,GEN,2,VENNILA.T,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
11,Dr. Radhakrishnan Nagar,Chennai,GEN,3,J. JOHN EBENEZER,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
11,Dr. Radhakrishnan Nagar,Chennai,GEN,4,E. RAAMADASAN,Makkal Nalvaazhvu Katchi,MNK,-,Diamond
11,Dr. Radhakrishnan Nagar,Chennai,GEN,5,D. KARTHIKEYAN,Samata Party,SP,-,Calculator
11,Dr. Radhakrishnan Nagar,Chennai,GEN,6,CHANDRASEKAR,Tamizhaga Murpokku Makkal Katchi,TMMK,-,Matchbox
11,Dr. Radhakrishnan Nagar,Chennai,GEN,7,B. NAVIN,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
11,Dr. Radhakrishnan Nagar,Chennai,GEN,8,N. MARIE WILSON,Tamilaga Vetri Kazhagam,TVK,Solo,Whistle
11,Dr. Radhakrishnan Nagar,Chennai,GEN,9,A. MOHANRAJ,Socialist Unity Centre Of India (COMMUNIST),SUCI(C),-,Scissors
11,Dr. Radhakrishnan Nagar,Chennai,GEN,10,AMUDHA.N,Independent,IND,Independent,Triangle
11,Dr. Radhakrishnan Nagar,Chennai,GEN,11,D. AJITH KUMAR,Independent,IND,Independent,Biscuit
11,Dr. Radhakrishnan Nagar,Chennai,GEN,12,S. EMMANUVEL,Independent,IND,Independent,Ship
11,Dr. Radhakrishnan Nagar,Chennai,GEN,13,A. USHA,Independent,IND,Independent,Baby walker
11,Dr. Radhakrishnan Nagar,Chennai,GEN,14,R. ETHIRAJ,Independent,IND,Independent,Grapes
11,Dr. Radhakrishnan Nagar,Chennai,GEN,15,V. SHANKAR,Independent,IND,Independent,Bench
11,Dr. Radhakrishnan Nagar,Chennai,GEN,16,M. SATHISH,Independent,IND,Independent,Chain
11,Dr. Radhakrishnan Nagar,Chennai,GEN,17,J. SARAVANAKUMAR,Independent,IND,Independent,Road roller
11,Dr. Radhakrishnan Nagar,Chennai,GEN,18,L. SARAVANAN,Independent,IND,Independent,Laptop
11,Dr. Radhakrishnan Nagar,Chennai,GEN,19,V. SUDHAKAR,Independent,IND,Independent,Green chilli
11,Dr. Radhakrishnan Nagar,Chennai,GEN,20,K. SUJITH,Independent,IND,Independent,Carpet
11,Dr. Radhakrishnan Nagar,Chennai,GEN,21,R. TAMILARASAN,Independent,IND,Independent,Electric pole
11,Dr. Radhakrishnan Nagar,Chennai,GEN,22,TAMILSELVAN,Independent,IND,Independent,Sofa
11,Dr. Radhakrishnan Nagar,Chennai,GEN,23,R. DEVAKUMAR,Independent,IND,Independent,Coat
11,Dr. Radhakrishnan Nagar,Chennai,GEN,24,D. PRABHU,Independent,IND,Independent,Iron
11,Dr. Radhakrishnan Nagar,Chennai,GEN,25,G. BOTHI RAJAN,Independent,IND,Independent,Cake
11,Dr. Radhakrishnan Nagar,Chennai,GEN,26,MANIKANDAN.H,Independent,IND,Independent,Chimney
11,Dr. Radhakrishnan Nagar,Chennai,GEN,27,G. MADHAN KUMAR,Independent,IND,Independent,Box
11,Dr. Radhakrishnan Nagar,Chennai,GEN,28,V. MADHAN MOHAN,Independent,IND,Independent,Bat
11,Dr. Radhakrishnan Nagar,Chennai,GEN,29,P. MARIMUTHU,Independent,IND,Independent,Mixee
11,Dr. Radhakrishnan Nagar,Chennai,GEN,30,R. MUTHU CHELLA BHARATHI,Independent,IND,Independent,Carrom board
11,Dr. Radhakrishnan Nagar,Chennai,GEN,31,K. MURALI,Independent,IND,Independent,Pressure cooker
11,Dr. Radhakrishnan Nagar,Chennai,GEN,32,J. MURALI KRISHNAN,Independent,IND,Independent,Flute
11,Dr. Radhakrishnan Nagar,Chennai,GEN,33,C. RAJAMANICKAM,Independent,IND,Independent,Gas cylinder
11,Dr. Radhakrishnan Nagar,Chennai,GEN,34,J. VIJAYAN,Independent,IND,Independent,Coconut farm
11,Dr. Radhakrishnan Nagar,Chennai,GEN,35,A. VIJAY,Independent,IND,Independent,Robot
11,Dr. Radhakrishnan Nagar,Chennai,GEN,36,G. VIJAY,Independent,IND,Independent,Hand cart
11,Dr. Radhakrishnan Nagar,Chennai,GEN,37,C. JANARTHANAN,Independent,IND,Independent,Ring
11,Dr. Radhakrishnan Nagar,Chennai,GEN,38,D. JANARTHANAN,Independent,IND,Independent,Mike
12,Perambur,Chennai,GEN,1,R.D. SHEKAR,Dravida Munnetra Kazhagam,DMK,INDIA/SPA,Rising sun
12,Perambur,Chennai,GEN,2,S. VETRI THAMIZHAN,Naam Tamilar Katchi,NTK,Solo,Farmer Carrying Plough
12,Perambur,Chennai,GEN,3,VETRI VEL SELVAM,Bahujan Samaj Party,BSP,Solo,Elephant
12,Perambur,Chennai,GEN,4,ASHLIN BELMEN A.S,Tamilnadu Mahatma Gandhi Makkal Katchi,TMGMK,-,Diamond
12,Perambur,Chennai,GEN,5,M. GEETA,Thakkam Katchi,TK,-,Matchbox
12,Perambur,Chennai,GEN,6,DR.R. SARAVANA PERUMAL,Makkal Nalvaazhvu Katchi,MNK,-,Bucket
12,Perambur,Chennai,GEN,7,SIVAKUMAR.V,Tamil Telugu National Party,TTNP,-,Scissors
12,Perambur,Chennai,GEN,8,S. SURESHKUMAR,Makkalatchi Katchi,MK,-,Telephone
12,Perambur,Chennai,GEN,9,J. SEBASTIN,Socialist Unity Centre Of India (COMMUNIST),SUCI(C),-,Gas cylinder
12,Perambur,Chennai,GEN,10,M. THILAGABAMA,Pattali Makkal Katchi,PMK,NDA,Mango
12,Perambur,Chennai,GEN,11,K.M. DEVAN,Makkal Murasu Katchi,MMK,-,Computer
12,Perambur,Chennai,GEN,12,S. MALATHI,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,VTVTK,-,Pestle and mortar
12,Perambur,Chennai,GEN,13,A. RAJARAM,Republican Party of India (Athawale),RPI(A),-,Ganna kisan
12,Perambur,Chennai,GEN,14,VIJAY,All India Jananayaka Makkal Kazhagam,AIJMK,-,Road roller
12,Perambur,Chennai,GEN,15,D.V. VENUGOPAL,Tamizhaga Vaazhvurimai Katchi,TVaK,-,Camera
12,Perambur,Chennai,GEN,16,C. JOSEPH VIJAY,Tamilaga Vetri Kazhagam,TVK,Solo,Whistle
12,Perambur,Chennai,GEN,17,AGNI AALVAR,Independent,IND,Independent,Pressure cooker
12,Perambur,Chennai,GEN,18,AMALA.R,Independent,IND,Independent,Walking stick
12,Perambur,Chennai,GEN,19,AZARUTHEEN.M,Independent,IND,Independent,Battery Torch
12,Perambur,Chennai,GEN,20,P. ESAKKI MUTHU,Independent,IND,Independent,Table
12,Perambur,Chennai,GEN,21,E. UDHAYA KUMAR,Independent,IND,Independent,Letter box
12,Perambur,Chennai,GEN,22,M. KADHIRAVAN,Independent,IND,Independent,Trumpet
12,Perambur,Chennai,GEN,23,P. GUNASEKAR,Independent,IND,Independent,Can
12,Perambur,Chennai,GEN,24,B. SATHISH KUMAR,Independent,IND,Independent,Box
12,Perambur,Chennai,GEN,25,SATHISH.B,Independent,IND,Independent,Robot
12,Perambur,Chennai,GEN,26,P. THANGAMANI,Independent,IND,Independent,Binoculars
12,Perambur,Chennai,GEN,27,M. TAMILSELVAM,Independent,IND,Independent,Bicycle pump
12,Perambur,Chennai,GEN,28,H. DHANASEKAR,Independent,IND,Independent,Ship
12,Perambur,Chennai,GEN,29,M.I. THAHIRA BANU,Independent,IND,Independent,Grapes
12,Perambur,Chennai,GEN,30,NIVETHA,Independent,IND,Independent,Ring
12,Perambur,Chennai,GEN,31,B. BALAJI,Independent,IND,Independent,Jackfruit
12,Perambur,Chennai,GEN,32,P. PONRAJ,Independent,IND,Independent,Cutting pliers
12,Perambur,Chennai,GEN,33,BOWDHARAJ,Independent,IND,Independent,Mike
12,Perambur,Chennai,GEN,34,DR.D. MADAN,Independent,IND,Independent,Stethoscope
12,Perambur,Chennai,GEN,35,DR.G. MOORTHY,Independent,IND,Independent,CCTV Camera
12,Perambur,Chennai,GEN,36,S. MICHAEL,Independent,IND,Independent,Bat
12,Perambur,Chennai,GEN,37,S. RAMESH,Independent,IND,Independent,Biscuit
12,Perambur,Chennai,GEN,38,V. RAJI,Independent,IND,Independent,Tea filter
12,Perambur,Chennai,GEN,39,S. RAJESH KUMAR,Independent,IND,Independent,Balloon
12,Perambur,Chennai,GEN,40,REEGAN PRABHU,Independent,IND,Independent,Batsman
12,Perambur,Chennai,GEN,41,G. RUTHRA KUMAR,Independent,IND,Independent,Pen nib with seven rays
12,Perambur,Chennai,GEN,42,VIJAY.G,Independent,IND,Independent,Gramophone
12,Perambur,Chennai,GEN,43,S. VISHNU VARTHAN,Independent,IND,Independent,Pillow
12,Perambur,Chennai,GEN,44,B. VENKATESAN,Independent,IND,Independent,Coconut farm
